source,statement,description,link
Shelley Moore Capito,"President Joe Biden’s American Relief Plan “has a lot of money in it for schools, but if you really look at it … it says that the school money is going to go out until the year 2028.”","stated on March 4, 2021 in a press conference:",https://www.politifact.com/factchecks/2021/apr/15/shelley-moore-capito/capito-correct-school-funding-bidens-relief-bill-e/
Joe Biden,"“A new, independent study put out last week found that at least 55 of our largest corporations used various loopholes to pay zero federal income tax in 2020.”","stated on April 7, 2021 in remarks at the White House:",https://www.politifact.com/factchecks/2021/apr/12/joe-biden/fact-checking-joe-biden-corporation-taxes/
Nicholas Langworthy,Residents of New York state “pay the highest taxes in the nation.”,"stated on March 17, 2021 in a mass email:",https://www.politifact.com/factchecks/2021/apr/12/nicholas-langworthy/does-new-york-state-have-highest-taxes-united-stat/
Pete Buttigieg,"President Joe Biden’s infrastructure proposal “is fully paid for. Across 15 years, it would raise all of the revenue needed for these once-in-a-lifetime investments.""","stated on April 4, 2021 in an interview on NBC's ""Meet the Press"":",https://www.politifact.com/factchecks/2021/apr/07/pete-buttigieg/joe-bidens-infrastructure-bill-fully-paid/
Rick Gundrum,"Says Gov. Tony Evers’ 2021-22 state budget ""increases taxes $1 billion +""","stated on March 29, 2021 in Twitter:",https://www.politifact.com/factchecks/2021/apr/06/rick-gundrum/yes-evers-budget-increases-wisconsin-taxes-more-1-/
Roy Cooper,“People don’t pretend to be someone else to go in and vote. You just don’t see that kind of fraud.”,"stated on March 26, 2021 in an interview with CNN's Jake Tapper:",https://www.politifact.com/factchecks/2021/apr/05/roy-cooper/voter-impersonation-rare-north-carolinas-cooper-sa/
Viral image,Says Sen. Cory Booker wants to require a federal license for gun owners but criticizes voter ID laws as discriminatory.,"stated on August 2, 2019 in a Facebook post:",https://www.politifact.com/factchecks/2021/mar/30/viral-image/yes-sen-cory-booker-proposed-federal-gun-licenses-/
Alex Padilla,"“In a majority of states, new voters are able to obtain a rifle quicker than they’re able to cast their first ballot.”","stated on March 22, 2021 in remarks in a Senate hearing:",https://www.politifact.com/factchecks/2021/mar/29/alex-padilla/it-easier-obtain-rifle-register-vote-alex-padilla-/
Julian Bradley,"The latest stimulus package ""sends stimulus checks to imprisoned murderers, rapists, and child molesters.”","stated on March 15, 2021 in news article:",https://www.politifact.com/factchecks/2021/mar/26/julian-bradley/yes-wisconsin-inmates-are-eligible-stimulus-checks/
Kirsten Gillibrand,“We had the highest number of (military) sexual assaults ever reported in the last year” and “we had the lowest conviction rate and the lowest prosecution rate.”,"stated on February 23, 2021 in an interview with WNYC:",https://www.politifact.com/factchecks/2021/mar/25/kirsten-gillibrand/fact-checking-kirsten-gillibrand-military-sexual-a/
Tom Nelson,"“Right now, two-thirds of the U.S. Senate is composed of millionaires.”","stated on March 7, 2021 in TV interview:",https://www.politifact.com/factchecks/2021/mar/25/tom-nelson/democrat-tom-nelson-right-claim-two-thirds-us-sena/
Viral image,These 11 mass shootings involved an AR-15-style weapon.,"stated on March 22, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/mar/24/viral-image/ar-15-style-weapons-were-used-10-major-shootings/
Nicole Malliotakis,"""If you are a hard-working law-abiding citizen who earns $80,000, you don’t get a stimulus check. But if you are a convicted murderer or rapist sitting in jail, you do.""","stated on March 8, 2021 in a Tweet:",https://www.politifact.com/factchecks/2021/mar/19/nicole-malliotakis/malliotakis-makes-mostly-accurate-claim-about-stim/
Ron DeSantis,"""When I became governor, we banned sanctuary cities and we also did E-Verify.""","stated on March 13, 2021 in in an interview on Fox News:",https://www.politifact.com/factchecks/2021/mar/19/ron-desantis/fact-checking-desantis-sanctuary-cities-e-verify-l/
Veronica Escobar,"""We saw the increases (of unaccompanied minors at the southern U.S. border) dating back almost a year.""","stated on March 14, 2021 in a CNN interview:",https://www.politifact.com/factchecks/2021/mar/17/veronica-escobar/did-increase-children-arriving-border-start-under-/
Kayleigh McEnany,"Current immigration ""apprehension numbers are worse than the 'crisis' Biden/Obama/Pelosi acknowledged in 2014!""","stated on March 8, 2021 in a Facebook post and tweet:",https://www.politifact.com/factchecks/2021/mar/11/kayleigh-mcenany/border-apprehensions-then-and-now-fact-checking-mc/
Tom Cotton,“Senate Democrats just voted to give stimulus checks to criminals in prison.”,"stated on March 6, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/mar/09/tom-cotton/yes-democrats-voted-send-stimulus-checks-prisoners/
Facebook posts,"In Aberdeen, Miss., “Massive 78% of mail-in ballots proved fraudulent, judge orders election do-over.”","stated on March 3, 2021 in a Facebook post:",https://www.politifact.com/factchecks/2021/mar/05/facebook-posts/judge-did-order-new-election-small-miss-city-after/
Facebook posts,Says Al Gore said in 2009 that “the North Pole will be ice-free in the summer by 2013 because of man-made global warming.”,"stated on February 22, 2021 in a Facebook post:",https://www.politifact.com/factchecks/2021/mar/02/facebook-posts/fact-checking-claims-al-gore-said-all-arctic-ice-w/
Stand for America,The COVID-19 rescue bill includes money for a list of projects that are not COVID-related.,"stated on February 24, 2021 in a Facebook post:",https://www.politifact.com/factchecks/2021/feb/26/stand-america/fact-checking-whether-democrats-wish-list-19-trill/
Mitch McConnell,"In the American Rescue Plan, “just about 1% of the money is for vaccines.”","stated on February 24, 2021 in a Senate floor speech:",https://www.politifact.com/factchecks/2021/feb/26/mitch-mcconnell/how-much-goes-covid-19-vaccines-stimulus-bill/
Ron Johnson,"The shutdown of the Keystone Pipeline project will mean “nearly 2,000 (union jobs lost) with Wisconsin companies”","stated on January 21, 2021 in Facebook post:",https://www.politifact.com/factchecks/2021/feb/26/ron-johnson/johnson-target-keystone-pipeline-job-loss-claim/
Viral image,“COVID-19 infections down 61% from Trump’s last day. COVID-19 vaccinations up 85% from Trump’s last day. Competence Matters.”,"stated on February 19, 2021 in on social media:",https://www.politifact.com/factchecks/2021/feb/23/viral-image/vacccines-are-up-cases-are-down-facebook-post/
Alma Adams,“Almost 40% of borrowers with student loan debt didn't finish their degree.”,"stated on February 9, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/feb/12/alma-adams/democrats-say-40-people-college-debt-didnt-get-deg/
Andrew Cuomo,“No state gets back less from Washington than New York state.”,"stated on January 14, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/feb/11/andrew-cuomo/does-new-york-get-less-federal-government-any-stat/
Andrew Cuomo,“But we’re below the national average in number of deaths in nursing homes.”,"stated on January 29, 2021 in a news conference:",https://www.politifact.com/factchecks/2021/feb/09/andrew-cuomo/cuomos-claim-about-new-yorks-below-average-nursing/
Richard Durbin,"“More than 200,000 DACA recipients are essential infrastructure workers” including “41,700 DACA recipients in the healthcare industry”","stated on February 4, 2021 in a Senate speech:",https://www.politifact.com/factchecks/2021/feb/09/richard-durbin/how-many-daca-recipients-are-essential-workers-ami/
Stefan Mychajliw,"""The (Erie Co., N.Y.) health commissioner makes more than the governor, the vice president of the United States, and has a salary that is comparable to Dr. Anthony Fauci.”","stated on January 29, 2021 in a press release:",https://www.politifact.com/factchecks/2021/feb/05/stefan-mychajliw/erie-countys-health-commissioner-paid-roughly-same/
Christina Blackcloud,"The school voucher bill the Iowa Legislature is considering would ""give your education tax dollars to corporations.""","stated on January 23, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/feb/04/christina-blackcloud/iowa-school-choice-law-may-give-tax-dollars-corpor/
Joe Biden,“84% of all new electric capacity planned to come onto the electric grid this year is clean energy.”,"stated on January 27, 2021 in remarks when signing climate change executive orders:",https://www.politifact.com/factchecks/2021/jan/29/joe-biden/joe-biden-clean-energy-provide-84-new-electric-pow/
Garlin Gilchrist,"In Michigan, “we were able to really flatten” the racial disparity in COVID-19’s impact “and make significant progress.”","stated on January 17, 2021 in a speech at MLK Day Jr. Youth Conference:",https://www.politifact.com/factchecks/2021/jan/22/garlin-gilchrist/why-are-racial-disparities-michigans-covid-19-case/
Rebecca Kleefisch,“Wisconsin is second to last in the Midwest in our vaccination rate and the governor says he’s ‘satisfied.’”,"stated on January 14, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/jan/20/rebecca-kleefisch/yes-wisconsin-vaccine-rollout-among-worst-midwest/
Jon Rosenthal,Says that “the way to reach ‘herd immunity’ is for >70% of the population to get vaccinated.”,"stated on January 5, 2021 in a tweet:",https://www.politifact.com/factchecks/2021/jan/15/jon-rosenthal/examining-how-science-determines-covid-19s-herd-im/
Christi Craddick,Says that the oil and gas industry comprises 35% of the Texas economy.,"stated on December 12, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/dec/22/christi-craddick/examining-texas-oil-and-gas-industry-amid-pandemic/
Mike Parson,“Schools that are consistently implementing COVID-19 mitigation strategies remain among the safest places for our students.”,"stated on November 12, 2020 in a press conference:",https://www.politifact.com/factchecks/2020/dec/17/mike-parson/how-safe-are-schools-covid-19-mitigation-strategie/
Jon Ossoff,"Says David Perdue “hasn't held a single public town hall meeting in six years” and “sells four meetings a year and a retreat on a private island for a $7,500 corporate PAC check.”","stated on December 6, 2020 in a debate:",https://www.politifact.com/factchecks/2020/dec/11/jon-ossoff/sen-david-perdue-hasnt-held-town-halls-did-offer-a/
Chris Larson,"""In 2019, Republicans stripped $40 million from the budget for lead pipe replacement - because they thought it helped MKE too much.""","stated on October 26, 2020 in Twitter:",https://www.politifact.com/factchecks/2020/dec/04/chris-larson/yes-gop-did-oppose-40-million-lead-pipe-replacemen/
Lyle Larson,Says there’s “up to 75% reduction in opioid dosage for medical cannabis users.”,"stated on November 12, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/nov/20/lyle-larson/studies-show-cannabis-can-lower-opioid-dosage-stud/
Joe Biden,The law governing the transition of presidential power “doesn’t require there to be an absolute winner. It says the ‘apparent' winner.”,"stated on November 18, 2020 in a roundtable with healthcare workers:",https://www.politifact.com/factchecks/2020/nov/19/joe-biden/joe-biden-right-transition-starts-apparent-winner/
Kim Reynolds,"""If you can’t get a test through Test Iowa, there are multiple other sites: your doctor, your clinics, your pharmacies, the stroke detection clinic centers.""","stated on November 10, 2020 in a press conference:",https://www.politifact.com/factchecks/2020/nov/18/kim-reynolds/fact-checking-how-accessible-covid-19-tests-are-io/
Vicky Hartzler,Unemployment report shows “America is bouncing back.”,"stated on November 6, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/nov/18/vicky-hartzler/hartzlers-right-theres-some-bounce-labor-report/
Alexandria Ocasio-Cortez,“Every single swing-seat House Democrat who endorsed #MedicareForAll won re-election or is on track to win re-election. Every. Single. One.”,"stated on November 7, 2020 in a Tweet:",https://www.politifact.com/factchecks/2020/nov/17/alexandria-ocasio-cortez/medicare-all-supporters-win-swing-districts/
Paula Jean Swearengin,"“West Virginia is near last in the U.S.” rankings of education, clean drinking water, and child mortality.","stated on September 10, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/nov/06/paula-jean-swearengin/does-wva-rank-near-last-education-drinking-water-c/
JB Pritzker,"Says Illinois has made a ""nation-leading"" investment in funding for Census outreach.","stated on October 13, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/nov/01/jb-pritzker/illinois-nation-leading-funding-census-outreach/
Nicole Galloway,"""Mike Parson opposes protections for pre-existing conditions.”","stated on September 26, 2020 in a campaign ad:",https://www.politifact.com/factchecks/2020/oct/30/nicole-galloway/does-gov-parson-actually-oppose-protections-preexi/
Chris Jacobs,"""I am for protecting pre-existing conditions. … I actually co-sponsored legislation to do just that.""","stated on October 21, 2020 in a debate:",https://www.politifact.com/factchecks/2020/oct/30/chris-jacobs/pre-existing-conditions-jacobs-claim-needs-context/
Jill Schupp,"Says U.S. Rep. Ann Wagner “voted five times against protecting pre-existing conditions.""","stated on September 16, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/oct/29/jill-schupp/did-ann-wagner-vote-repeal-pre-existing-conditions/
Joe Manchin,“Now with the COVID-19 … more people are dependent on drugs or alcohol.”,"stated on August 19, 2020 in an interview with the Washington Examiner:",https://www.politifact.com/factchecks/2020/oct/28/joe-manchin/has-drug-dependence-increased-under-covid-19/
Facebook posts,An “anti-Black Lives Matter” flag replaced the American flag behind President Trump during a Waukesha campaign rally.,"stated on October 24, 2020 in Facebook post:",https://www.politifact.com/factchecks/2020/oct/28/facebook-posts/yes-thin-blue-line-flag-has-taken-more-prominent-p/
Jon Hoadley,Upton “voted a dozen times to kick thousands of Michigan families off their health insurance and eliminate protections for preexisting conditions”,"stated on October 13, 2020 in a TV ad:",https://www.politifact.com/factchecks/2020/oct/28/jon-hoadley/upton-voted-dozen-times-support-repealing-affordab/
Joni Ernst,"Says she is ranked ""one of the most bipartisan senators in the Senate in the last 25 years.""","stated on October 15, 2020 in comments at a debate:",https://www.politifact.com/factchecks/2020/oct/26/joni-ernst/bipartisanship-rankings-show-joni-ernst-toward-top/
Nicole Galloway,"Says ""Gov. Parson’s administration purged 100,000 kids from Medicaid rolls.""","stated on October 4, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/oct/23/nicole-galloway/parson-administration-did-remove-100000-kids-medic/
Gwen Moore,"You can vote in Wisconsin with a photo ID ""even if that ID is expired or you've moved.""","stated on October 20, 2020 in a virtual rally:",https://www.politifact.com/factchecks/2020/oct/21/gwen-moore/yes-you-can-vote-expired-photo-id-one-caveat/
Facebook posts,“Donald Trump and Thom Tillis opposed legislation that would lower the price of insulin and other prescription drugs.”,"stated on September 30, 2020 in a political ad:",https://www.politifact.com/factchecks/2020/oct/19/facebook-posts/progressive-group-highlights-trump-tillis-weakness/
AFSCME,"Says ""David Schweikert took over $120,000 from the drug industry and voted against legislation to lower prescription drug prices.""","stated on October 7, 2020 in a Facebook ad:",https://www.politifact.com/factchecks/2020/oct/19/afscme/arizona-house-race-attack-ad-zeroes-prescription-d/
Joe Cunningham,"""Nancy Mace denies climate change.""","stated on October 16, 2020 in a website post:",https://www.politifact.com/factchecks/2020/oct/19/joe-cunningham/sc-house-candidate-nancy-mace-hedges-doesnt-outrig/
Facebook posts,“Federal law requires people to speak English to be naturalized as American citizens.”,"stated on May 30, 2020 in a post:",https://www.politifact.com/factchecks/2020/oct/19/facebook-posts/foreign-nationals-pass-english-test-gain-american-/
David McKinley,"""Nearly 800 million opioid pills were shipped to WV, amounting to 433 pills for every man, woman, and child in the state.”","stated on September 9, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/oct/15/david-mckinley/how-many-opioid-pills-were-shipped-west-virginia/
Joe Biden,"“All the billionaires in America, their net worth combined … has increased by $800 billion” during the pandemic.","stated on September 21, 2020 in Speech:",https://www.politifact.com/factchecks/2020/oct/12/joe-biden/biden-says-billionaires-gained-800-billion-study-l/
David Zuckerman,"“You were going to cut schools, when you were going to cut teachers and educators in our schools.”","stated on September 29, 2020 in a debate:",https://www.politifact.com/factchecks/2020/oct/08/david-zuckerman/did-scott-really-propose-cut-schools-zuckerman-cla/
United Association’s Union Plumbers and Pipefitters Vote! PAC,Nick Freitas “voted to let businesses discriminate and fire expecting mothers for no other reason but their pregnancy. ”,"stated on September 15, 2020 in a TV ad.:",https://www.politifact.com/factchecks/2020/oct/05/united-associations-union-plumbers-and-pipefitters/did-nick-freitas-vote-against-job-protections-preg/
Joe Biden,"“If you just count all the deaths in the red states, we are number two in the world in deaths, just behind Brazil.”","stated on September 21, 2020 in a speech:",https://www.politifact.com/factchecks/2020/oct/01/joe-biden/yes-coronavirus-deaths-red-states-add-second-highe/
Joe Biden,“There's 100 million people that have preexisting conditions.”,"stated on September 29, 2020 in in comments during the first presidential debate:",https://www.politifact.com/factchecks/2020/oct/01/joe-biden/bidens-definitely-ballpark-how-many-people-have-pr/
Donald Trump,"“For example, when the COVID-19 pandemic hit, my Administration implemented a program to provide any individual without health-insurance coverage access to necessary COVID‑19‑related testing and treatment.”","stated on September 24, 2020 in an executive order:",https://www.politifact.com/factchecks/2020/oct/01/donald-trump/trumps-covid-program-uninsured-people-it-exists-fa/
Viral image,"In 2017, Joe Biden paid $3,742,974 in federal income taxes and Kamala Harris paid $516,469 while Donald Trump paid $750.","stated on September 27, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/sep/28/viral-image/trumps-reported-tax-payments-much-lower-biden-harr/
Joe Biden,"Says Amy Coney Barrett “has a written track record, disagreeing adamantly with the Supreme Court’s decision to uphold the ACA. In fact, she publicly criticized Chief Justice Roberts’ opinion upholding the law eight years ago.”","stated on September 27, 2020 in a speech:",https://www.politifact.com/factchecks/2020/sep/28/joe-biden/amy-coney-barrett-supreme-court-and-affordable-car/
Michigan Democratic Party,“James is the only Senate candidate in a battleground state who has refused to take a position” on whether the Senate should promptly vote on Trump’s Supreme Court nominee,"stated on September 24, 2020 in an email:",https://www.politifact.com/factchecks/2020/sep/25/michigan-democratic-party/john-james-lone-senate-candidate-facing-competitiv/
Facebook posts,Says Donald Trump funded a Veterans Day parade 26 years ago in New York City after the city refused to pay.,"stated on September 9, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/sep/17/facebook-posts/rump-credited-saving-1995-veterans-day-parade-nyc-/
Josh Hawley,"""USPS currently has the most cash on hand in its history, (approximately) $15 billion.""","stated on August 23, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/sep/16/josh-hawley/us-postal-service-has-most-cash-hand-though-debt-s/
Tony Evers,“Wisconsin is one of the nine states with the highest rate of infection per capita.”,"stated on September 15, 2020 in a media briefing:",https://www.politifact.com/factchecks/2020/sep/16/tony-evers/wisconsin-trending-poorly-covid-19-cases-evers-sta/
Mark Kelly,Says Sen. Martha McSally “supported a plan to turn Medicare into a voucher program and ‘shift costs’ onto seniors” and “even supported raising the retirement age.”,"stated on September 2, 2020 in campaign website:",https://www.politifact.com/factchecks/2020/sep/14/mark-kelly/fact-checking-mark-kelly-martha-mcsallys-stance-me/
Ron Johnson,"For younger people, seasonal flu is “in many cases” a deadlier virus than COVID-19","stated on August 13, 2020 in radio interview:",https://www.politifact.com/factchecks/2020/sep/08/ron-johnson/johnson-mostly-track-claim-flu-harder-kids-covid-1/
Joe Biden,“More cops have died from COVID this year than have been killed on patrol.”,"stated on August 31, 2020 in a speech in Pittsburgh:",https://www.politifact.com/factchecks/2020/sep/02/joe-biden/has-covid-19-killed-more-cops-all-other-causes/
Joe Biden,“I am not banning fracking.”,"stated on August 31, 2020 in a speech:",https://www.politifact.com/factchecks/2020/sep/01/joe-biden/fact-checkin-joe-biden-pa-his-fracking-policy/
Doug Jones,"In April, when asked how he would handle the COVID-19 pandemic, Tommy Tuberville ""said he didn't have a clue"" and after winning the Republican nomination in July, ""he still said he didn't have a clue.""","stated on August 10, 2020 in an interview:",https://www.politifact.com/factchecks/2020/aug/27/doug-jones/tuberville-did-say-he-wouldnt-have-clue-covid-19-h/
Ryan Holets,“Drug overdose deaths decreased in 2018 for the first time in 30 years.”,"stated on August 25, 2020 in in a speech at the Republican National Convention:",https://www.politifact.com/factchecks/2020/aug/27/ryan-holets/drug-overdose-deaths-declined-2018-theres-more-sto/
Rand Paul,"Says Joe Biden “voted for the Iraq War … He supported war in Serbia, Syria, Libya.”","stated on August 25, 2020 in a speech at the RNC:",https://www.politifact.com/factchecks/2020/aug/26/rand-paul/fact-checking-rand-paul-joe-biden-and-support-wars/
Joe Biden,Says Donald Trump “proposes cutting a half a billion dollars of local police support.”,"stated on August 23, 2020 in an interview with ABC News:",https://www.politifact.com/factchecks/2020/aug/25/joe-biden/biden-says-trump-wants-cut-local-law-enforcement-a/
Eugene DePasquale,Says Donald Trump's payroll tax deferral “could leave American workers liable for thousands of dollars during tax season and could potentially leave programs like Social Security and Medicare weakened.”,"stated on August 8, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/aug/24/eugene-depasquale/pa-democrats-tweet-correct-uncertainties-donald-tr/
Ron DeSantis,"“The fact is that in terms of the risk to schoolkids, this is lower risk than seasonal influenza.”","stated on August 10, 2020 in during a televised roundtable discussion on education:",https://www.politifact.com/factchecks/2020/aug/20/ron-desantis/desantis-says-covid-lower-risk-school-aged-kids-fl/
Abigail Spanberger,"“When I ran for Congress, I promised to refuse money from corporate PACs. I’ve kept that promise.”","stated on August 4, 2020 in a TV ad.:",https://www.politifact.com/factchecks/2020/aug/19/abigail-spanberger/spanbergers-no-corporate-pac-pledge-needs-26-elabo/
Carol Miller,"“In West Virginia alone, overdoses have increased by 50% during the #COVID-19 pandemic.”","stated on July 30, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/aug/19/carol-miller/have-overdoses-wva-increased-50-during-pandemic/
Bill Clinton,The United States is “the only major industrial economy to have its unemployment rate triple” since the coronavirus pandemic began.,"stated on August 18, 2020 in a Democratic convention speech:",https://www.politifact.com/factchecks/2020/aug/19/bill-clinton/bill-clinton-mostly-accurate-international-unemplo/
Really American,"Postmaster General Louis DeJoy “gave $400,000 to Republicans just this year” and has “between $30 and $75 million in assets of direct competitors to the United States Postal Service.”","stated on August 12, 2020 in a tweeted video:",https://www.politifact.com/factchecks/2020/aug/18/really-american/ad-watch-postmaster-general-republican-donor-inves/
JB Pritzker,"When COVID-19 struck, the Illinois Department of Employment Security “was hit with something no one expected: 10 to 20 times the claims, even during the worst recession of my lifetime.”","stated on August 4, 2020 in remarks at a news conference:",https://www.politifact.com/factchecks/2020/aug/14/jb-pritzker/pritzkers-mostly-correct-about-illinois-historic-u/
Ron Johnson,"“Depending on which study you look at, either 68% or 5 out of 6 individuals ... are making more on unemployment than they did on the job.”","stated on August 2, 2020 in a TV interview:",https://www.politifact.com/factchecks/2020/aug/13/ron-johnson/johnsons-claim-some-earn-more-unemployment-working/
Joe Biden,"Asked about asylum seekers in camps in Mexico, “This is the first time ever you've had to seek asylum in a third country.”","stated on August 6, 2020 in an interview with members of NAHJ and NABJ:",https://www.politifact.com/factchecks/2020/aug/12/joe-biden/fact-checking-joe-bidens-claim-asylum-seekers-mexi/
TikTok posts,“Central Park actually used to be a town called Seneca Village” founded by African Americans in 1825.,"stated on June 5, 2020 in on social media:",https://www.politifact.com/factchecks/2020/aug/12/tiktok-posts/was-central-park-once-town-called-seneca-village/
Democratic Party of Wisconsin,“34% of Wisconsin renters are at risk of eviction.”,"stated on August 2, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/aug/12/state-democratic-party-wisconsin/yes-high-percentage-wisconsin-renters-are-risk-evi/
Joe Biden,"“If the vaccine came out tomorrow, how in the heck would we get it to people? There is no game plan.”","stated on August 6, 2020 in an interview with journalism associations:",https://www.politifact.com/factchecks/2020/aug/11/joe-biden/joe-biden-said-there-no-game-plan-distribute-coron/
Viral image,Photos show six fires around the world “in the last 24 hours.”,"stated on August 5, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/aug/07/viral-image/photos-show-recent-incidents-around-world-theres-m/
Mandy Cohen,There’s a “direct correlation” between North Carolina’s mask requirement and COVID-19 stabilization.,"stated on July 28, 2020 in a press conference:",https://www.politifact.com/factchecks/2020/aug/05/mandy-cohen/there-correlation-between-north-carolinas-mask-law/
Brett Giroir,"“There have been five randomized controlled, placebo controlled trials that do not show any benefit to hydroxychloroquine.”","stated on August 2, 2020 in an interview on NBC's Meet the Press:",https://www.politifact.com/factchecks/2020/aug/05/brett-giroir/yes-least-five-randomized-controlled-studies-say-h/
The Family Foundation,"“...Virginia, more than any other state, had the steepest drop in the number of abortions between 2011 and 2017.”","stated on July 9, 2020 in a blog.:",https://www.politifact.com/factchecks/2020/aug/05/family-foundation/did-virginia-lead-nation-reducing-abortions-not-qu/
Brett Giroir,“Five veterinary labs have their CLIA certification to officially test human patients. There are a lot of labs who are doing surveillance testing that don't need the CLIA certification.”,"stated on July 26, 2020 in an appearance on CNN’s “State of the Union”:",https://www.politifact.com/factchecks/2020/aug/04/brett-giroir/giroir-says-labs-test-livestock-could-ease-covid-t/
Bob Casey,Federal agents in Portland have been “kidnapping and holding citizens without charges.”,"stated on July 21, 2020 in an interview:",https://www.politifact.com/factchecks/2020/aug/04/bob-casey/sen-bob-casey-said-federal-agents-kidnapped-protes/
Wisconsin state Senate Democrats,"Say Wisconsin Republican lawmakers have done nothing ""while neighboring states like Minnesota, Illinois and Michigan have already implemented safety precautions like requiring individuals to wear masks.""","stated on July 24, 2020 in a news release:",https://www.politifact.com/factchecks/2020/jul/31/wisconsin-state-senate-democrats/wisconsin-democrats-say-lawmakers-neighboring-stat/
Joe Biden,"There’s already 10,000 businesses that are not likely to open again, and a significant number of small businesses and minority businesses.”","stated on July 22, 2020 in a campaign video:",https://www.politifact.com/factchecks/2020/jul/24/joe-biden/fact-checking-bidens-comments-covid-19-small-busin/
Ron Johnson,"“PPP on average probably provided a grant of around $11,000 per employee.""","stated on July 1, 2020 in an interview:",https://www.politifact.com/factchecks/2020/jul/24/ron-johnson/johnson-accurate-his-estimation-ppp-loan-employee/
Joe Biden,"“I, all the way back in January, warned (President Trump that) this pandemic was coming. I talked about what we needed to do.”","stated on July 20, 2020 in an interview with Joy Reid on MSNBC:",https://www.politifact.com/factchecks/2020/jul/22/joe-biden/fact-checking-what-joe-biden-said-about-coronaviru/
Facebook posts,Says Joe Biden has said 150 million Americans died from guns and another 120 million from COVID-19,"stated on July 13, 2020 in Facebook post:",https://www.politifact.com/factchecks/2020/jul/20/facebook-posts/yes-biden-has-said-150-million-americans-died-guns/
Mark Pocan,"""Our country and Constitution was built on a foundational separation of church and state.""","stated on June 30, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/jul/17/mark-pocan/wisconsin-lawmaker-makes-his-case-separation-churc/
Kim Reynolds,"“Kids are less likely to get it (COVID-19). You know, they’re less likely to spread. So I think there’s some pretty good data out there that will help alleviate some of the concerns.”","stated on July 14, 2020 in at a press conference:",https://www.politifact.com/factchecks/2020/jul/16/kim-reynolds/existing-research-shows-lower-rate-children-gettin/
Facebook posts,"Says a leader of the Blackfeet Nation tribe designed the current Washington Redskins logo and once said it “made us all proud to have an Indian on a big-time team.""","stated on July 3, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/jul/16/facebook-posts/post-about-blackfeet-tribe-leader-creating-washing/
Facebook posts,"“New Zealand let health experts” rather than politicians make decisions about how to deal with COVID-19, “and as of today they have zero COVID cases.”","stated on July 7, 2020 in a Facebook post:",https://www.politifact.com/factchecks/2020/jul/10/facebook-posts/yes-science-led-new-zealand-currently-has-no-local/
Joe Biden,"""Three hundred sixty thousand Pennsylvanians fought on the side of the Union to defeat the flag, that Confederate flag, including more Black soldiers coming from Pennsylvania than any other state in the nation.""","stated on July 9, 2020 in a speech in Dunmore, Pa.:",https://www.politifact.com/factchecks/2020/jul/10/joe-biden/did-pa-send-more-black-troops-fight-union-during-c/
Nancy Pelosi,Federal aid for state and local governments through a proposed coronavirus relief bill would amount to “half of what the Republicans put onto the national debt.”,"stated on June 28, 2020 in ABC News’ “This Week”:",https://www.politifact.com/factchecks/2020/jul/07/nancy-pelosi/pelosi-compares-cost-state-and-local-aid-coronavir/
Joe Biden,"“The CDC tried to develop clear guidelines about what the stages of re-opening should look like — the administration delayed and scaled them back.""","stated on June 30, 2020 in a speech:",https://www.politifact.com/factchecks/2020/jul/06/joe-biden/joe-biden-correct-trump-administration-delayed-sca/
Joe Biden,“Trump lost a trade war that he started.”,"stated on June 24, 2020 in an ad:",https://www.politifact.com/factchecks/2020/jun/30/joe-biden/did-donald-trump-lose-trade-war-he-started-joe-bid/
Robin Vos,Wisconsin was the last state to start paying COVID-related federal unemployment benefits.,"stated on June 9, 2020 in Facebook post:",https://www.politifact.com/factchecks/2020/jun/30/robin-vos/vos-mostly-right-claim-wisconsin-was-last-state-pa/
Lloyd Doggett,Hays County in Central Texas has seen an “incredible 845% increase in (COVID-19) cases since June 7.”,"stated on June 22, 2020 in a tweet:",https://www.politifact.com/factchecks/2020/jun/26/lloyd-doggett/exploring-spike-coronavirus-cases-one-central-texa/
