source,statement,description,link
Donald Trump,"Under the North American Free Trade Agreement, ""we lost thousands of plants.""","stated on September 20, 2018 in an interview with Fox News' Sean Hannity:",https://www.politifact.com/factchecks/2018/sep/24/donald-trump/donald-trump-has-point-NAFTA-shuttered/
Cort VanOstran,"Says ""Rep. Ann Wagner, a three-term incumbent, has never held a town hall in the Second District.""","stated on August 21, 2018 in a press release:",https://www.politifact.com/factchecks/2018/sep/22/cort-vanostran/has-ann-wagner-held-any-town-halls-her-district/
Josh Hawley,"Says ""Claire McCaskill receives the second-most contributions from insurance companies in the entire Senate.""","stated on September 19, 2018 in a video:",https://www.politifact.com/factchecks/2018/sep/21/josh-hawley/fact-checking-josh-hawley-video-highlights-insurer/
Patrick Morrisey,"Says he ""beat (President Barack) Obama at the Supreme Court, saving coal jobs.""","stated on September 4, 2018 in a campaign ad:",https://www.politifact.com/factchecks/2018/sep/20/patrick-morrisey/did-patrick-morrisey-beat-obama-supreme-court-savi/
West Virginia Republican Party,"""In 2017, the number of new business registrations in West Virginia grew nearly 11 percent (8,318 new businesses registered for the year). This comes off the heels of a 12 percent increase in new business registrations during 2016.""","stated on September 4, 2018 in a tweet:",https://www.politifact.com/factchecks/2018/sep/20/west-virginia-republican-party/business-registrations-are-wva-closures-high-too/
Tony Evers,"""Special education categorical aid"" from the state ""hasn’t been raised in over a decade.""","stated on August 16, 2018 in a public forum:",https://www.politifact.com/factchecks/2018/sep/20/tony-evers/evers-special-education-funding-claim-passes-test/
Phil Bredesen,"Says Marsha Blackburn ""at the behest of the pharmaceutical industry, co-sponsored a law that weakened DEA enforcement efforts against drug distribution companies that were supplying corrupt doctors and pharmacists who peddled narcotics to the black market."" ","stated on August 24, 2018 in a press release:",https://www.politifact.com/factchecks/2018/sep/18/phil-bredesen/bredesen-blackburn-weakened-dea-opioid-enforcement/
House Majority PAC,"Says Dino Rossi ""stripped"" health care ""from 45,000 children.""","stated on September 12, 2018 in campaign ad:",https://www.politifact.com/factchecks/2018/sep/18/house-majority-pac/dino-rossi-take-away-coverage-45000-children/
Tammy Baldwin,"Says Leah Vukmir was ""just about the only legislator who stood with the insurance companies"" and ""voted against oral chemotherapy."" ","stated on September 10, 2018 in a TV ad:",https://www.politifact.com/factchecks/2018/sep/14/tammy-baldwin/insurers-leah-vukmir-opposed-wisconsin-law-forcing/
Republican Governors Association,"Says Andrew Gillum ""wants to increase Florida taxes by a billion dollars.""","stated on September 12, 2018 in an ad:",https://www.politifact.com/factchecks/2018/sep/14/republican-governors-association/republican-ad-correct-andrew-gillum-wants-raise-fl/
Patrick Morrisey,"Says Joe Manchin ""strongly supported and voted for Hillary Clinton after she said, ‘We’re going to put a lot of coal miners and coal companies out of work.’""","stated on August 21, 2018 in a Donald Trump rally in Charleston, W.Va.:",https://www.politifact.com/factchecks/2018/sep/13/patrick-morrisey/did-joe-manchin-stick-hillary-clinton-after-contro/
Aftab Pureval,"Says Steve Chabot ""voted to strip insurance protections for pre-existing conditions."" ","stated on August 28, 2018 in a campaign ad:",https://www.politifact.com/factchecks/2018/sep/12/aftab-pureval/chabots-votes-contradict-his-health-care-talk/
Joe Scarborough,"""President Trump’s Republican Party will create more debt in one year than was generated in the first 200 years of America’s existence.""","stated on September 11, 2018 in a newspaper column:",https://www.politifact.com/factchecks/2018/sep/12/joe-scarborough/will-trump-gop-create-more-debt-one-year-first-200/
Congressional Leadership Fund,"Says Joe Radinovich ""was cited 30 times for not paying court fines.""","stated on August 17, 2018 in A campaign ad:",https://www.politifact.com/factchecks/2018/sep/10/congressional-leadership-fund/joe-radinovich-no-stranger-traffic-court/
Michael Lee,"Teacher pay has increased under Republican leadership every year for the past 5 years. In fact, even according to the national teacher's unions own rankings, NC ranked number 2 in the U.S. for fastest rising teacher pay 2016-2017.","stated on August 28, 2018 in Tweet:",https://www.politifact.com/factchecks/2018/sep/07/michael-lee/nc-senator-claims-teacher-pay-increased-under-repu/
Donald Trump,"""When Abraham Lincoln made the Gettysburg Address speech, the great speech, do you know he was ridiculed? He was ridiculed.""","stated on September 6, 2018 in a rally in Billings, Mont.:",https://www.politifact.com/factchecks/2018/sep/07/donald-trump/was-lincolns-gettysburg-address-initially-ridicule/
West Virginia Republican Party,"""Thanks to President Trump and Republicans over the past year through July, U.S. manufacturing added 327,000 jobs, the most of any 12-month period since April 1995, when the figure added a healthy 345,000 positions.""","stated on September 7, 2018 in a tweet:",https://www.politifact.com/factchecks/2018/sep/06/west-virginia-republican-party/its-largely-accurate-manufacturing-jobs-have-been-/
JD Wooten,"""My opponent, Rick Gunn, blocked the expansion of Medicaid — costing half a million people health insurance, including at least 23,000 veterans.""","stated on August 24, 2018:",https://www.politifact.com/factchecks/2018/sep/05/jd-wooten/wooten-says-blocked-medicaid-affected-half-million/
Andrew Gillum,"Says he was sued by the NRA and the gun lobby ""all because in my city we refused to repeal an ordinance which said you couldn’t shoot guns in city parks.""","stated on August 29, 2018 in an MSNBC interview:",https://www.politifact.com/factchecks/2018/sep/05/andrew-gillum/fact-checking-andrew-gillums-claim-he-was-sued-nra/
Mike McCabe,"Says Minnesota is ""imprisoning half as many people as Wisconsin, and yet our states have virtually identical crime rates.""","stated on July 6, 2018 in a TV interview:",https://www.politifact.com/factchecks/2018/sep/05/mike-mccabe/mike-mccabe-says-minnesota-imprisoning-half-many-p/
Nate McMurray,"""Evidence is mounting that marijuana legalization reduces opioid addiction numbers.""","stated on August 18, 2018 in a statement on his campaign website:",https://www.politifact.com/factchecks/2018/aug/31/nathan-mcmurray/mcmurray-advocates-marijuana-legalization/
Tim Moore,"North Carolina is one of ""very few states"" that give the governor sole discretion to pick judges.","stated on August 24, 2018 in the legislature:",https://www.politifact.com/factchecks/2018/aug/29/tim-moore/moore-says-constitutional-amendment-puts-nc-line-o/
Ted Cruz,"Says Beto O’Rourke ""voted against"" Hurricane Harvey ""tax relief.""","stated on August 28, 2018 in an online video ad:",https://www.politifact.com/factchecks/2018/aug/29/ted-cruz/ted-cruz-says-beto-orourke-voted-against-tax-relie/
M.J. Hegar,"Says U.S. Rep. John Carter ""hasn’t held a town hall in five years.""","stated on August 21, 2018 in an interview on Spectrum Cable's ""Capital Tonight"":",https://www.politifact.com/factchecks/2018/aug/29/mj-hegar/has-congressman-john-carter-not-held-town-hall-fiv/
Kevin McCarthy,"""Half of everyone that’s here illegally (in the U.S.) came here legally on a visa and have overstayed their visa.""","stated on August 15, 2018 in a speech:",https://www.politifact.com/factchecks/2018/aug/24/kevin-mccarthy/mostly-true-visa-overstays-account-half-all-people/
West Virginia Republican Party,"""Thanks to President Trump and Republican leadership, the number of people collecting food stamps has declined by more than two million.""","stated on August 1, 2018 in a tweet:",https://www.politifact.com/factchecks/2018/aug/23/west-virginia-republican-party/west-virginia-gop-largely-accurate-about-food-stam/
Beto O'Rourke,"Says ""black Americans have 10 times less wealth than white Americans.""","stated on July 26, 2018 in an ad in the Houston Defender:",https://www.politifact.com/factchecks/2018/aug/23/beto-orourke/beto-orourke-says-us-blacks-have-10-times-less-wea/
Joe Donnelly,Says Mike Braun has supported two proposals and a lawsuit to end coverage for people with pre-existing conditions.,"stated on August 13, 2018 in Twitter video:",https://www.politifact.com/factchecks/2018/aug/20/joe-donnelly/mike-braun-end-coverage-pre-existing-conditions/
Tammy Baldwin,"""President Trump continues to disrespect patriotic transgender Americans who want to serve their country.""","stated on June 26, 2018 in a public forum:",https://www.politifact.com/factchecks/2018/aug/20/tammy-baldwin/lgbtq-advocates-back-sen-baldwins-statement-trump-/
Beto O'Rourke,"""Texas is one of the most gerrymandered states in the union.""","stated on March 16, 2018 in remarks on HBO's ""Real Time with Bill Maher"":",https://www.politifact.com/factchecks/2018/aug/16/beto-orourke/texas-one-nations-most-gerrymandered-states/
Donna Howard,"Says Texas charter schools ""get 100% state $/pupil funding while district schools (95% students) get about 1/3 funding from state w/ rest coming from local prop taxes (which is why those taxes are so high). Districts getting less b/c scarce $ going to charters."" ","stated on July 18, 2018 in a tweet:",https://www.politifact.com/factchecks/2018/aug/15/donna-howard/donna-howard-says-charter-schools-draw-more-studen/
Florida Democratic Party,"Says Rick Scott ""cut $700 million from water management.""","stated on August 5, 2018 in a tweet:",https://www.politifact.com/factchecks/2018/aug/14/florida-democratic-party/yes-rick-scott-did-cut-700-million-floridas-water-/
Joe Donnelly,"Says ""43 of Joe’s legislative proposals have become law, including 21 since President Trump took office.""","stated on August 8, 2018 in a press release:",https://www.politifact.com/factchecks/2018/aug/13/joe-donnelly/facts-behind-joe-donnellys-senate-effectiveness/
Sonny Perdue,"""America’s hard-working agricultural producers … have taken a disproportionate hit when it comes to illegal retaliatory tariffs.""","stated on July 26, 2018 in a press release:",https://www.politifact.com/factchecks/2018/aug/09/sonny-perdue/retaliatory-tariffs-take-heavy-toll-farmers/
Jeff Greene,"""There is a big correlation between third grade reading level and whether you go to college or whether you go to prison. And in Florida right now only 56 percent of kids are coming out of third grade at third grade reading level.""","stated on July 29, 2018 in a TV interview:",https://www.politifact.com/factchecks/2018/aug/07/jeff-greene/greenes-third-grade-statistics-mostly-hold/
Ted Cruz,"Says Beto O’Rourke is ""open to abolishing ICE.""","stated on August 3, 2018 in a video ad made public by the Texas Tribune:",https://www.politifact.com/factchecks/2018/aug/06/ted-cruz/ted-cruz-says-beto-orourke-open-abolishing-ice/
Omar Rachid,"""Muslims in America have been subjected to more insults, attacks and hate crimes in the last two or three years than ever before, specifically more than after 9-11."" ","stated on July 21, 2018 in a San Antonio Express-News story:",https://www.politifact.com/factchecks/2018/aug/03/omar-rachid/US-Muslims-more-attacks-hate-crimes-than-ever-be/
